th1,th2,th3,th4,th5,th6,th7,prey0,pred1_0,pred2_0,pred3_0,prey1,pred1_1,pred2_1,pred3_1,prey2,pred1_2,pred2_2,pred3_2,prey3,pred1_3,pred2_3,pred3_3,prey4,pred1_4,pred2_4,pred3_4,prey5,pred1_5,pred2_5,pred3_5,prey6,pred1_6,pred2_6,pred3_6,prey7,pred1_7,pred2_7,pred3_7,prey8,pred1_8,pred2_8,pred3_8,prey9,pred1_9,pred2_9,pred3_9,prey10,pred1_10,pred2_10,pred3_10,prey11,pred1_11,pred2_11,pred3_11,prey12,pred1_12,pred2_12,pred3_12,prey13,pred1_13,pred2_13,pred3_13,prey14,pred1_14,pred2_14,pred3_14,prey15,pred1_15,pred2_15,pred3_15,prey16,pred1_16,pred2_16,pred3_16,prey17,pred1_17,pred2_17,pred3_17,prey18,pred1_18,pred2_18,pred3_18,prey19,pred1_19,pred2_19,pred3_19,prey20,pred1_20,pred2_20,pred3_20,prey21,pred1_21,pred2_21,pred3_21,prey22,pred1_22,pred2_22,pred3_22,prey23,pred1_23,pred2_23,pred3_23,prey24,pred1_24,pred2_24,pred3_24,prey25,pred1_25,pred2_25,pred3_25,prey26,pred1_26,pred2_26,pred3_26,prey27,pred1_27,pred2_27,pred3_27,prey28,pred1_28,pred2_28,pred3_28,prey29,pred1_29,pred2_29,pred3_29,prey30,pred1_30,pred2_30,pred3_30
9.849688320687026,0.004947344882547214,0.0023728874341409738,0.006015220690730893,5.980053038261108,2.9563841595731724,7.245184389112216,803,647,816,557,1262,547,625,357,2144,815,547,393,1678,1408,756,1102,602,1369,598,823,598,968,507,416,1185,870,328,354,2102,1097,327,501,936,1828,425,1064,401,1185,350,540,674,691,178,281,1675,618,174,210,2763,1348,198,473,1001,2240,192,1200,493,1243,151,726,605,615,78,360,1014,434,65,193,2009,354,69,176,3026,1121,142,697,700,1856,229,1539,365,1212,172,780,463,733,72,319,1114,503,79,255,2389,954,73,633,908,1249,81,1230,720,971,54,648,1477,741,46,466,1819,1247,77,960,913,1428,63,878,854,966,62,508,1322,825,107,581
9.849688320687026,0.004947344882547214,0.0023728874341409738,0.006015220690730893,5.980053038261108,2.9563841595731724,7.245184389112216,803,647,816,557,1262,547,625,357,2144,815,547,393,1678,1408,756,1102,602,1369,598,823,598,968,507,416,1185,870,328,354,2102,1097,327,501,936,1828,425,1064,401,1185,350,540,674,691,178,281,1675,618,174,210,2763,1348,198,473,1001,2240,192,1200,493,1243,151,726,605,615,78,360,1014,434,65,193,2009,354,69,176,3026,1121,142,697,700,1856,229,1539,365,1212,172,780,463,733,72,319,1114,503,79,255,2389,954,73,633,908,1249,81,1230,720,971,54,648,1477,741,46,466,1819,1247,77,960,913,1428,63,878,854,966,62,508,1322,825,107,581
9.849688320687026,0.004947344882547214,0.0023728874341409738,0.006015220690730893,5.980053038261108,2.9563841595731724,7.245184389112216,803,647,816,557,1262,547,625,357,2144,815,547,393,1678,1408,756,1102,602,1369,598,823,598,968,507,416,1185,870,328,354,2102,1097,327,501,936,1828,425,1064,401,1185,350,540,674,691,178,281,1675,618,174,210,2763,1348,198,473,1001,2240,192,1200,493,1243,151,726,605,615,78,360,1014,434,65,193,2009,354,69,176,3026,1121,142,697,700,1856,229,1539,365,1212,172,780,463,733,72,319,1114,503,79,255,2389,954,73,633,908,1249,81,1230,720,971,54,648,1477,741,46,466,1819,1247,77,960,913,1428,63,878,854,966,62,508,1322,825,107,581
9.849688320687026,0.004947344882547214,0.0023728874341409738,0.006015220690730893,5.980053038261108,2.9563841595731724,7.245184389112216,803,647,816,557,1262,547,625,357,2144,815,547,393,1678,1408,756,1102,602,1369,598,823,598,968,507,416,1185,870,328,354,2102,1097,327,501,936,1828,425,1064,401,1185,350,540,674,691,178,281,1675,618,174,210,2763,1348,198,473,1001,2240,192,1200,493,1243,151,726,605,615,78,360,1014,434,65,193,2009,354,69,176,3026,1121,142,697,700,1856,229,1539,365,1212,172,780,463,733,72,319,1114,503,79,255,2389,954,73,633,908,1249,81,1230,720,971,54,648,1477,741,46,466,1819,1247,77,960,913,1428,63,878,854,966,62,508,1322,825,107,581
9.849688320687026,0.004947344882547214,0.0023728874341409738,0.006015220690730893,5.980053038261108,2.9563841595731724,7.245184389112216,803,647,816,557,1262,547,625,357,2144,815,547,393,1678,1408,756,1102,602,1369,598,823,598,968,507,416,1185,870,328,354,2102,1097,327,501,936,1828,425,1064,401,1185,350,540,674,691,178,281,1675,618,174,210,2763,1348,198,473,1001,2240,192,1200,493,1243,151,726,605,615,78,360,1014,434,65,193,2009,354,69,176,3026,1121,142,697,700,1856,229,1539,365,1212,172,780,463,733,72,319,1114,503,79,255,2389,954,73,633,908,1249,81,1230,720,971,54,648,1477,741,46,466,1819,1247,77,960,913,1428,63,878,854,966,62,508,1322,825,107,581
9.849688320687026,0.004947344882547214,0.0023728874341409738,0.006015220690730893,5.980053038261108,2.9563841595731724,7.245184389112216,803,647,816,557,1262,547,625,357,2144,815,547,393,1678,1408,756,1102,602,1369,598,823,598,968,507,416,1185,870,328,354,2102,1097,327,501,936,1828,425,1064,401,1185,350,540,674,691,178,281,1675,618,174,210,2763,1348,198,473,1001,2240,192,1200,493,1243,151,726,605,615,78,360,1014,434,65,193,2009,354,69,176,3026,1121,142,697,700,1856,229,1539,365,1212,172,780,463,733,72,319,1114,503,79,255,2389,954,73,633,908,1249,81,1230,720,971,54,648,1477,741,46,466,1819,1247,77,960,913,1428,63,878,854,966,62,508,1322,825,107,581
9.849688320687026,0.004947344882547214,0.0023728874341409738,0.006015220690730893,5.980053038261108,2.9563841595731724,7.245184389112216,803,647,816,557,1262,547,625,357,2144,815,547,393,1678,1408,756,1102,602,1369,598,823,598,968,507,416,1185,870,328,354,2102,1097,327,501,936,1828,425,1064,401,1185,350,540,674,691,178,281,1675,618,174,210,2763,1348,198,473,1001,2240,192,1200,493,1243,151,726,605,615,78,360,1014,434,65,193,2009,354,69,176,3026,1121,142,697,700,1856,229,1539,365,1212,172,780,463,733,72,319,1114,503,79,255,2389,954,73,633,908,1249,81,1230,720,971,54,648,1477,741,46,466,1819,1247,77,960,913,1428,63,878,854,966,62,508,1322,825,107,581
9.849688320687026,0.004947344882547214,0.0023728874341409738,0.006015220690730893,5.980053038261108,2.9563841595731724,7.245184389112216,803,647,816,557,1262,547,625,357,2144,815,547,393,1678,1408,756,1102,602,1369,598,823,598,968,507,416,1185,870,328,354,2102,1097,327,501,936,1828,425,1064,401,1185,350,540,674,691,178,281,1675,618,174,210,2763,1348,198,473,1001,2240,192,1200,493,1243,151,726,605,615,78,360,1014,434,65,193,2009,354,69,176,3026,1121,142,697,700,1856,229,1539,365,1212,172,780,463,733,72,319,1114,503,79,255,2389,954,73,633,908,1249,81,1230,720,971,54,648,1477,741,46,466,1819,1247,77,960,913,1428,63,878,854,966,62,508,1322,825,107,581
9.849688320687026,0.004947344882547214,0.0023728874341409738,0.006015220690730893,5.980053038261108,2.9563841595731724,7.245184389112216,803,647,816,557,1262,547,625,357,2144,815,547,393,1678,1408,756,1102,602,1369,598,823,598,968,507,416,1185,870,328,354,2102,1097,327,501,936,1828,425,1064,401,1185,350,540,674,691,178,281,1675,618,174,210,2763,1348,198,473,1001,2240,192,1200,493,1243,151,726,605,615,78,360,1014,434,65,193,2009,354,69,176,3026,1121,142,697,700,1856,229,1539,365,1212,172,780,463,733,72,319,1114,503,79,255,2389,954,73,633,908,1249,81,1230,720,971,54,648,1477,741,46,466,1819,1247,77,960,913,1428,63,878,854,966,62,508,1322,825,107,581
9.849688320687026,0.004947344882547214,0.0023728874341409738,0.006015220690730893,5.980053038261108,2.9563841595731724,7.245184389112216,803,647,816,557,1262,547,625,357,2144,815,547,393,1678,1408,756,1102,602,1369,598,823,598,968,507,416,1185,870,328,354,2102,1097,327,501,936,1828,425,1064,401,1185,350,540,674,691,178,281,1675,618,174,210,2763,1348,198,473,1001,2240,192,1200,493,1243,151,726,605,615,78,360,1014,434,65,193,2009,354,69,176,3026,1121,142,697,700,1856,229,1539,365,1212,172,780,463,733,72,319,1114,503,79,255,2389,954,73,633,908,1249,81,1230,720,971,54,648,1477,741,46,466,1819,1247,77,960,913,1428,63,878,854,966,62,508,1322,825,107,581
9.849688320687026,0.004947344882547214,0.0023728874341409738,0.006015220690730893,5.980053038261108,2.9563841595731724,7.245184389112216,803,647,816,557,1262,547,625,357,2144,815,547,393,1678,1408,756,1102,602,1369,598,823,598,968,507,416,1185,870,328,354,2102,1097,327,501,936,1828,425,1064,401,1185,350,540,674,691,178,281,1675,618,174,210,2763,1348,198,473,1001,2240,192,1200,493,1243,151,726,605,615,78,360,1014,434,65,193,2009,354,69,176,3026,1121,142,697,700,1856,229,1539,365,1212,172,780,463,733,72,319,1114,503,79,255,2389,954,73,633,908,1249,81,1230,720,971,54,648,1477,741,46,466,1819,1247,77,960,913,1428,63,878,854,966,62,508,1322,825,107,581
9.849688320687026,0.004947344882547214,0.0023728874341409738,0.006015220690730893,5.980053038261108,2.9563841595731724,7.245184389112216,803,647,816,557,1262,547,625,357,2144,815,547,393,1678,1408,756,1102,602,1369,598,823,598,968,507,416,1185,870,328,354,2102,1097,327,501,936,1828,425,1064,401,1185,350,540,674,691,178,281,1675,618,174,210,2763,1348,198,473,1001,2240,192,1200,493,1243,151,726,605,615,78,360,1014,434,65,193,2009,354,69,176,3026,1121,142,697,700,1856,229,1539,365,1212,172,780,463,733,72,319,1114,503,79,255,2389,954,73,633,908,1249,81,1230,720,971,54,648,1477,741,46,466,1819,1247,77,960,913,1428,63,878,854,966,62,508,1322,825,107,581
9.65176784327521,0.004971049267309913,0.0023762280478464236,0.005988527118861637,6.014301976431572,2.934204783657297,7.208334159515998,789,497,736,290,1265,421,605,415,2151,773,653,629,1683,1181,792,1163,603,918,680,1064,599,491,463,540,1184,377,327,389,2104,848,434,916,923,1270,403,1470,409,708,353,594,668,447,287,396,1653,427,275,331,2738,887,389,842,1018,1798,518,1432,489,1058,424,933,603,551,299,389,1002,349,267,260,2003,347,278,359,3007,894,369,1081,720,1321,427,2274,359,1100,385,1103,466,539,252,594,1113,440,194,385,2383,925,322,793,895,1042,315,1402,719,701,208,643,1460,580,165,591,1785,968,200,1115,902,1016,160,1232,873,869,93,776,1315,691,35,602
9.65176784327521,0.004971049267309913,0.0023762280478464236,0.005988527118861637,6.014301976431572,2.934204783657297,7.208334159515998,789,497,736,290,1265,421,605,415,2151,773,653,629,1683,1181,792,1163,603,918,680,1064,599,491,463,540,1184,377,327,389,2104,848,434,916,923,1270,403,1470,409,708,353,594,668,447,287,396,1653,427,275,331,2738,887,389,842,1018,1798,518,1432,489,1058,424,933,603,551,299,389,1002,349,267,260,2003,347,278,359,3007,894,369,1081,720,1321,427,2274,359,1100,385,1103,466,539,252,594,1113,440,194,385,2383,925,322,793,895,1042,315,1402,719,701,208,643,1460,580,165,591,1785,968,200,1115,902,1016,160,1232,873,869,93,776,1315,691,35,602
9.65176784327521,0.004971049267309913,0.0023762280478464236,0.005988527118861637,6.014301976431572,2.934204783657297,7.208334159515998,789,497,736,290,1265,421,605,415,2151,773,653,629,1683,1181,792,1163,603,918,680,1064,599,491,463,540,1184,377,327,389,2104,848,434,916,923,1270,403,1470,409,708,353,594,668,447,287,396,1653,427,275,331,2738,887,389,842,1018,1798,518,1432,489,1058,424,933,603,551,299,389,1002,349,267,260,2003,347,278,359,3007,894,369,1081,720,1321,427,2274,359,1100,385,1103,466,539,252,594,1113,440,194,385,2383,925,322,793,895,1042,315,1402,719,701,208,643,1460,580,165,591,1785,968,200,1115,902,1016,160,1232,873,869,93,776,1315,691,35,602
9.65176784327521,0.004971049267309913,0.0023762280478464236,0.005988527118861637,6.014301976431572,2.934204783657297,7.208334159515998,789,497,736,290,1265,421,605,415,2151,773,653,629,1683,1181,792,1163,603,918,680,1064,599,491,463,540,1184,377,327,389,2104,848,434,916,923,1270,403,1470,409,708,353,594,668,447,287,396,1653,427,275,331,2738,887,389,842,1018,1798,518,1432,489,1058,424,933,603,551,299,389,1002,349,267,260,2003,347,278,359,3007,894,369,1081,720,1321,427,2274,359,1100,385,1103,466,539,252,594,1113,440,194,385,2383,925,322,793,895,1042,315,1402,719,701,208,643,1460,580,165,591,1785,968,200,1115,902,1016,160,1232,873,869,93,776,1315,691,35,602
9.65176784327521,0.004971049267309913,0.0023762280478464236,0.005988527118861637,6.014301976431572,2.934204783657297,7.208334159515998,789,497,736,290,1265,421,605,415,2151,773,653,629,1683,1181,792,1163,603,918,680,1064,599,491,463,540,1184,377,327,389,2104,848,434,916,923,1270,403,1470,409,708,353,594,668,447,287,396,1653,427,275,331,2738,887,389,842,1018,1798,518,1432,489,1058,424,933,603,551,299,389,1002,349,267,260,2003,347,278,359,3007,894,369,1081,720,1321,427,2274,359,1100,385,1103,466,539,252,594,1113,440,194,385,2383,925,322,793,895,1042,315,1402,719,701,208,643,1460,580,165,591,1785,968,200,1115,902,1016,160,1232,873,869,93,776,1315,691,35,602
9.65176784327521,0.004971049267309913,0.0023762280478464236,0.005988527118861637,6.014301976431572,2.934204783657297,7.208334159515998,789,497,736,290,1265,421,605,415,2151,773,653,629,1683,1181,792,1163,603,918,680,1064,599,491,463,540,1184,377,327,389,2104,848,434,916,923,1270,403,1470,409,708,353,594,668,447,287,396,1653,427,275,331,2738,887,389,842,1018,1798,518,1432,489,1058,424,933,603,551,299,389,1002,349,267,260,2003,347,278,359,3007,894,369,1081,720,1321,427,2274,359,1100,385,1103,466,539,252,594,1113,440,194,385,2383,925,322,793,895,1042,315,1402,719,701,208,643,1460,580,165,591,1785,968,200,1115,902,1016,160,1232,873,869,93,776,1315,691,35,602
9.709416645149984,0.004993587968284244,0.0024015022983029,0.005913922975550071,6.070498879779291,2.9243306474403714,7.12924425719451,803,152,617,874,1227,127,580,585,2141,215,486,840,1679,468,753,1903,597,563,634,1435,587,302,422,808,1205,194,330,624,2091,291,451,1210,921,228,620,2257,413,186,470,1192,670,82,440,644,1693,110,460,539,2754,377,610,1307,1007,640,673,2828,497,356,532,1442,615,189,366,644,1022,137,273,460,1991,168,304,522,3015,356,397,1467,726,490,556,2696,362,398,435,1602,459,231,291,813,1105,142,234,525,2395,288,283,1146,906,271,292,2147,714,150,186,1169,1458,93,169,911,1792,239,295,1860,914,257,352,1893,874,206,297,1039,1331,232,295,932
9.709416645149984,0.004993587968284244,0.0024015022983029,0.005913922975550071,6.070498879779291,2.9243306474403714,7.12924425719451,803,152,617,874,1227,127,580,585,2141,215,486,840,1679,468,753,1903,597,563,634,1435,587,302,422,808,1205,194,330,624,2091,291,451,1210,921,228,620,2257,413,186,470,1192,670,82,440,644,1693,110,460,539,2754,377,610,1307,1007,640,673,2828,497,356,532,1442,615,189,366,644,1022,137,273,460,1991,168,304,522,3015,356,397,1467,726,490,556,2696,362,398,435,1602,459,231,291,813,1105,142,234,525,2395,288,283,1146,906,271,292,2147,714,150,186,1169,1458,93,169,911,1792,239,295,1860,914,257,352,1893,874,206,297,1039,1331,232,295,932
9.709416645149984,0.004993587968284244,0.0024015022983029,0.005913922975550071,6.070498879779291,2.9243306474403714,7.12924425719451,803,152,617,874,1227,127,580,585,2141,215,486,840,1679,468,753,1903,597,563,634,1435,587,302,422,808,1205,194,330,624,2091,291,451,1210,921,228,620,2257,413,186,470,1192,670,82,440,644,1693,110,460,539,2754,377,610,1307,1007,640,673,2828,497,356,532,1442,615,189,366,644,1022,137,273,460,1991,168,304,522,3015,356,397,1467,726,490,556,2696,362,398,435,1602,459,231,291,813,1105,142,234,525,2395,288,283,1146,906,271,292,2147,714,150,186,1169,1458,93,169,911,1792,239,295,1860,914,257,352,1893,874,206,297,1039,1331,232,295,932
9.709416645149984,0.004993587968284244,0.0024015022983029,0.005913922975550071,6.070498879779291,2.9243306474403714,7.12924425719451,803,152,617,874,1227,127,580,585,2141,215,486,840,1679,468,753,1903,597,563,634,1435,587,302,422,808,1205,194,330,624,2091,291,451,1210,921,228,620,2257,413,186,470,1192,670,82,440,644,1693,110,460,539,2754,377,610,1307,1007,640,673,2828,497,356,532,1442,615,189,366,644,1022,137,273,460,1991,168,304,522,3015,356,397,1467,726,490,556,2696,362,398,435,1602,459,231,291,813,1105,142,234,525,2395,288,283,1146,906,271,292,2147,714,150,186,1169,1458,93,169,911,1792,239,295,1860,914,257,352,1893,874,206,297,1039,1331,232,295,932
9.709416645149984,0.004993587968284244,0.0024015022983029,0.005913922975550071,6.070498879779291,2.9243306474403714,7.12924425719451,803,152,617,874,1227,127,580,585,2141,215,486,840,1679,468,753,1903,597,563,634,1435,587,302,422,808,1205,194,330,624,2091,291,451,1210,921,228,620,2257,413,186,470,1192,670,82,440,644,1693,110,460,539,2754,377,610,1307,1007,640,673,2828,497,356,532,1442,615,189,366,644,1022,137,273,460,1991,168,304,522,3015,356,397,1467,726,490,556,2696,362,398,435,1602,459,231,291,813,1105,142,234,525,2395,288,283,1146,906,271,292,2147,714,150,186,1169,1458,93,169,911,1792,239,295,1860,914,257,352,1893,874,206,297,1039,1331,232,295,932
9.709416645149984,0.004993587968284244,0.0024015022983029,0.005913922975550071,6.070498879779291,2.9243306474403714,7.12924425719451,803,152,617,874,1227,127,580,585,2141,215,486,840,1679,468,753,1903,597,563,634,1435,587,302,422,808,1205,194,330,624,2091,291,451,1210,921,228,620,2257,413,186,470,1192,670,82,440,644,1693,110,460,539,2754,377,610,1307,1007,640,673,2828,497,356,532,1442,615,189,366,644,1022,137,273,460,1991,168,304,522,3015,356,397,1467,726,490,556,2696,362,398,435,1602,459,231,291,813,1105,142,234,525,2395,288,283,1146,906,271,292,2147,714,150,186,1169,1458,93,169,911,1792,239,295,1860,914,257,352,1893,874,206,297,1039,1331,232,295,932
9.81630371467893,0.004937644687257893,0.002388422419024377,0.0059851210616182135,6.18571277278705,2.900145943847935,7.196164941048405,797,416,752,795,1243,263,728,577,2135,194,782,733,1684,383,1071,1884,596,162,878,1976,611,70,586,1057,1177,32,506,699,2118,31,651,1341,940,29,881,2567,409,7,728,1577,686,7,568,796,1678,0,573,591,2743,0,847,1284,1008,0,1138,2633,481,0,1034,1859,606,0,751,780,1006,0,590,553,2018,0,442,431,3017,0,675,1962,703,0,791,3355,368,0,520,1834,460,0,374,970,1113,0,264,562,2387,0,362,1259,914,0,416,2682,702,0,349,1253,1460,0,233,919,1807,0,220,1913,910,0,155,1961,865,0,146,1381,1338,0,101,1291
9.81630371467893,0.004937644687257893,0.002388422419024377,0.0059851210616182135,6.18571277278705,2.900145943847935,7.196164941048405,797,416,752,795,1243,263,728,577,2135,194,782,733,1684,383,1071,1884,596,162,878,1976,611,70,586,1057,1177,32,506,699,2118,31,651,1341,940,29,881,2567,409,7,728,1577,686,7,568,796,1678,0,573,591,2743,0,847,1284,1008,0,1138,2633,481,0,1034,1859,606,0,751,780,1006,0,590,553,2018,0,442,431,3017,0,675,1962,703,0,791,3355,368,0,520,1834,460,0,374,970,1113,0,264,562,2387,0,362,1259,914,0,416,2682,702,0,349,1253,1460,0,233,919,1807,0,220,1913,910,0,155,1961,865,0,146,1381,1338,0,101,1291
