0	800	500	600	400
1	1258	453	560	342
2	2137	494	640	489
3	1683	1238	912	1174
4	604	1072	668	1258
5	595	573	573	596
6	1194	407	424	412
7	2103	658	608	1118
8	932	1177	784	1850
9	411	616	650	1021
10	664	330	468	419
11	1674	325	336	337
12	2753	513	417	871
13	1013	1178	523	2079
14	496	621	348	1313
15	616	326	284	747
16	1009	212	265	461
17	2005	247	342	426
18	3016	689	631	1646
19	712	905	702	2459
20	361	497	554	1215
21	466	223	396	523
22	1112	107	339	463
23	2375	211	446	1446
24	904	396	479	2089
25	716	160	457	1084
26	1465	83	378	803
27	1801	92	485	1881
28	905	100	430	1826
29	872	168	344	1217
30	1326	180	304	1015
31	1794	255	349	1987
32	467	239	372	1793
33	616	125	289	721
34	1727	103	323	640
35	1660	284	524	2120
36	700	229	470	1668
37	799	83	343	673
38	1950	99	384	1013
39	1543	231	621	2212
40	595	73	515	1373
41	899	39	375	780
42	2269	56	419	925
43	974	199	727	2755
44	496	143	518	1361
45	808	67	389	646
46	2396	121	381	933
47	1541	211	602	2771
48	438	56	447	1662
49	569	7	298	792
50	1244	7	268	415
51	3256	3	333	931
52	942	0	632	3520
53	294	0	500	1553
54	545	0	365	720
55	1376	0	333	465
56	3088	0	407	1286
57	851	0	741	3410
58	195	0	626	2075
59	184	0	491	1188
60	192	0	368	689
61	311	0	286	447
62	703	0	239	304
63	2067	0	315	433
64	3653	0	581	1696
65	797	0	749	3837
66	268	0	639	2400
67	181	0	400	1000
68	121	0	367	506
69	60	0	396	579
70	35	0	429	815
71	23	0	395	1151
72	38	0	456	2552
73	81	0	411	2748
74	48	0	393	2906
75	30	0	446	3167
76	615	0	520	7234
77	6954	0	280	986
78	1681	0	83	55
79	494	0	50	73
80	533	0	63	153
81	471	0	77	151
82	450	0	65	180
83	559	0	78	178
84	374	0	71	129
85	419	0	70	158
86	678	0	56	226
87	766	0	46	142
88	1039	0	41	164
89	1850	0	39	239
90	3842	0	41	449
91	4982	0	57	532
92	4743	0	58	768
93	4449	0	142	3322
94	911	0	137	5683
95	259	0	144	4847
96	125	0	114	3652
97	73	0	103	2951
98	93	0	56	3872
99	63	0	38	3921
100	112	0	50	4561

